grid,positionText,current_points,current_wins,last_1,last_2,last_3,last_4,last_5,rolling_avg_pos_move_5,avg_position_real_rolling_5,propensity_1,propensity_0,sma_3
0,1,41.0,0,0,0,0,0,0,5.8,7.0,0.5625,0.4375,7.333333333333333
13,1,21.0,0,1,1,1,1,0,4.0,11.0,0.7333333333333333,0.26666666666666666,11.0
9,0,8.0,0,0,0,0,1,0,2.8,10.8,0.5,0.5,8.666666666666666
18,1,4.0,0,1,1,0,0,1,0.6,15.4,1.0,0.0,15.333333333333334
3,1,381.0,2,0,0,0,1,0,2.8,4.6,0.375,0.625,4.333333333333333
15,1,1.0,0,1,1,0,1,1,-0.6,14.0,0.9166666666666666,0.08333333333333333,13.666666666666666
7,0,46.0,0,1,0,0,1,0,-1.4,8.2,0.2857142857142857,0.7142857142857143,8.0
8,0,77.0,0,0,1,0,0,1,0.8,9.4,0.5,0.5,8.666666666666666
14,1,31.0,0,1,0,1,1,1,2.0,11.4,0.7058823529411765,0.29411764705882354,10.666666666666666
10,1,34.0,0,0,0,1,0,1,2.8,9.8,0.29411764705882354,0.7058823529411765,10.0
16,1,84.0,0,1,1,1,1,0,-0.8,12.4,0.9411764705882353,0.058823529411764705,14.333333333333334
6,0,44.0,0,0,0,0,0,0,-0.2,5.2,0.47058823529411764,0.5294117647058824,4.666666666666667
17,1,37.0,0,0,1,1,0,1,-3.8,12.6,0.5625,0.4375,13.333333333333334
9,1,249.0,0,1,1,1,0,1,0.0,14.8,0.7647058823529411,0.23529411764705882,16.0
20,1,54.0,0,0,1,0,0,1,-2.2,8.8,0.26666666666666666,0.7333333333333333,8.666666666666666
5,1,46.0,0,0,0,0,0,0,-0.4,5.0,0.4444444444444444,0.5555555555555556,4.666666666666667
11,0,8.0,0,0,0,0,0,1,2.2,9.2,0.46153846153846156,0.5384615384615384,9.333333333333334
8,0,37.0,0,1,0,1,1,0,-3.2,13.4,0.5882352941176471,0.4117647058823529,12.0
6,1,35.0,0,1,0,0,1,0,0.4,10.8,0.3333333333333333,0.6666666666666666,10.666666666666666
3,0,314.0,10,1,1,1,1,0,1.0,2.2,0.8421052631578947,0.15789473684210525,2.0
15,0,45.0,0,1,0,0,0,0,3.6,7.8,0.5882352941176471,0.4117647058823529,8.333333333333334
17,1,43.0,0,1,1,0,1,1,2.8,11.6,0.7222222222222222,0.2777777777777778,11.333333333333334
14,1,230.0,2,0,0,0,1,1,-2.0,3.8,0.5294117647058824,0.47058823529411764,4.666666666666667
13,1,20.0,0,0,1,0,1,0,0.0,8.6,0.5333333333333333,0.4666666666666667,9.666666666666666
1,1,387.0,3,1,0,0,0,1,3.0,4.8,0.4117647058823529,0.5882352941176471,4.333333333333333
16,1,21.0,0,1,1,1,1,1,1.8,12.0,0.75,0.25,11.0
7,1,1.0,0,1,1,1,0,1,0.2,14.4,0.9230769230769231,0.07692307692307693,15.0
2,1,260.0,1,0,1,1,0,1,-2.0,4.4,0.6470588235294118,0.35294117647058826,1.6666666666666667
18,1,14.0,0,1,1,1,0,0,1.0,15.6,1.0,0.0,16.333333333333332
12,0,84.0,0,1,1,1,1,1,-0.6,13.4,0.9444444444444444,0.05555555555555555,14.0
10,0,95.0,0,0,0,1,0,0,1.0,8.6,0.4666666666666667,0.5333333333333333,8.666666666666666
19,1,0.0,0,0,1,1,0,1,-6.2,17.0,1.0,0.0,17.0
6,0,95.0,0,0,0,0,1,0,0.2,8.2,0.4375,0.5625,8.666666666666666
16,1,92.0,0,0,1,1,1,1,0.8,12.4,0.8947368421052632,0.10526315789473684,11.0
10,0,49.0,0,0,1,0,0,0,2.6,8.2,0.5555555555555556,0.4444444444444444,8.666666666666666
19,1,0.0,0,1,0,1,1,0,-2.2,16.8,1.0,0.0,17.0
8,1,54.0,0,1,0,1,0,0,2.2,7.0,0.3125,0.6875,8.0
18,1,14.0,0,1,1,1,1,0,2.4,15.0,1.0,0.0,15.0
1,1,326.0,11,0,1,1,1,1,0.6,2.8,0.8,0.2,3.3333333333333335
17,1,37.0,0,0,1,0,1,1,-0.4,11.0,0.5555555555555556,0.4444444444444444,9.0
13,0,21.0,0,1,1,1,1,1,3.2,11.0,0.7647058823529411,0.23529411764705882,11.0
7,1,8.0,0,0,0,0,0,0,4.0,7.6,0.42857142857142855,0.5714285714285714,6.666666666666667
9,1,20.0,0,1,0,1,0,1,-0.6,10.6,0.5625,0.4375,11.333333333333334
14,1,264.0,0,1,1,1,1,0,0.4,13.6,0.7777777777777778,0.2222222222222222,14.666666666666666
3,1,240.0,2,1,0,0,0,1,-2.6,7.0,0.5555555555555556,0.4444444444444444,8.666666666666666
2,1,413.0,3,1,1,0,0,0,0.8,3.4,0.4444444444444444,0.5555555555555556,3.3333333333333335
4,0,278.0,1,1,0,1,1,0,-4.6,7.0,0.6666666666666666,0.3333333333333333,7.0
20,0,95.0,4,0,1,1,1,1,1.4,2.4,0.8333333333333334,0.16666666666666666,1.6666666666666667
15,1,1.0,0,1,1,1,1,0,-0.4,13.8,0.9285714285714286,0.07142857142857142,15.0
5,0,52.0,0,1,0,0,0,0,-2.2,6.6,0.47368421052631576,0.5263157894736842,8.0
11,1,37.0,0,1,1,0,0,1,0.6,9.6,0.3684210526315789,0.631578947368421,9.0
4,1,25.0,1,1,0,0,1,1,4.2,,1.0,0.0,2.6666666666666665
7,1,16.0,0,0,1,1,1,0,-0.6,,0.0,1.0,12.0
1,1,26.0,1,0,1,0,1,1,0.4,,0.0,1.0,3.3333333333333335
3,0,37.0,0,0,1,1,0,1,2.2,,0.0,1.0,7.0
13,1,0.0,0,1,0,1,1,1,2.0,,1.0,0.0,10.333333333333334
6,0,1.0,0,1,0,1,0,0,-3.6,,1.0,0.0,8.333333333333334
17,0,13.0,0,0,0,0,1,0,0.6,,0.0,1.0,8.666666666666666
9,0,18.0,0,1,0,0,0,0,-0.4,,1.0,0.0,7.666666666666667
18,1,1.0,0,1,,,,,,,1.0,0.0,
19,1,4.0,0,0,1,0,1,1,3.8,,0.0,1.0,11.666666666666666
3,0,33.0,0,0,0,0,1,1,2.2,,0.0,1.0,14.666666666666666
0,1,18.0,0,1,0,1,1,1,-3.6,,1.0,0.0,14.333333333333334
20,1,6.0,0,1,0,1,0,1,4.0,,1.0,0.0,9.333333333333334
4,0,4.0,0,0,0,0,0,1,2.0,,0.0,1.0,7.333333333333333
6,1,63.0,0,0,1,1,1,0,-0.4,,1.0,0.0,8.333333333333334
2,1,18.0,1,1,1,0,0,1,4.2,,1.0,0.0,2.3333333333333335
12,1,0.0,0,1,0,1,1,1,1.2,,1.0,0.0,15.333333333333334
8,1,1.0,0,0,1,0,0,0,1.0,,0.5,0.5,7.0
14,1,9.0,0,0,0,0,1,1,1.6,,0.0,1.0,11.666666666666666
7,1,15.0,0,1,0,1,1,1,-0.6,,1.0,0.0,2.0
15,1,0.0,0,1,1,,,,,,1.0,0.0,
9,0,58.0,0,0,0,1,1,0,2.2,,0.0,1.0,7.333333333333333
19,1,0.0,0,1,0,1,0,1,4.6,,0.5,0.5,11.666666666666666
17,1,22.0,0,1,1,0,1,1,3.0,,1.0,0.0,9.666666666666666
5,0,1.0,0,0,1,0,1,0,-3.2,,1.0,0.0,8.0
11,0,26.0,0,0,0,1,0,0,1.8,,0.0,1.0,7.666666666666667
1,1,22.0,2,1,0,1,0,1,0.0,,0.5,0.5,3.0
0,1,15.0,0,1,0,1,1,1,-0.6,,1.0,0.0,14.333333333333334
13,0,0.0,0,0,1,0,1,0,-3.2,,0.5,0.5,8.0
12,0,0.0,0,0,0,1,0,1,-1.8,,0.3333333333333333,0.6666666666666666,5.0
20,1,0.0,0,1,1,0,1,1,-0.6,,1.0,0.0,15.666666666666666
17,1,1.0,0,1,1,0,1,1,-7.0,,1.0,0.0,14.666666666666666
3,1,96.0,0,1,1,0,1,1,0.8,,1.0,0.0,1.6666666666666667
9,0,2.0,0,1,0,0,0,1,2.2,,0.5,0.5,13.333333333333334
7,1,22.0,0,0,0,0,1,1,2.4,,0.0,1.0,9.333333333333334
4,1,36.0,0,1,0,1,1,1,-0.8,,1.0,0.0,10.666666666666666
10,1,0.0,0,0,0,1,0,1,-3.2,,0.5,0.5,9.333333333333334
11,0,12.0,0,0,1,0,1,1,-2.4,,0.5,0.5,11.666666666666666
2,1,33.0,1,1,1,1,0,0,3.4,,1.0,0.0,3.0
8,0,52.0,0,0,0,0,1,0,1.4,,0.0,1.0,8.333333333333334
18,1,1.0,0,1,1,1,,,,,1.0,0.0,
1,1,15.0,3,1,1,0,1,0,-0.6,,0.6666666666666666,0.3333333333333333,1.0
16,1,0.0,0,1,1,0,1,0,4.8,,1.0,0.0,10.666666666666666
15,1,10.0,0,1,1,0,1,0,4.6,,0.6666666666666666,0.3333333333333333,15.666666666666666
5,0,88.0,0,1,0,1,0,0,-0.2,,0.6666666666666666,0.3333333333333333,8.666666666666666
6,0,20.0,0,0,0,0,0,1,1.4,,0.0,1.0,12.0
7,1,22.0,0,0,0,1,0,1,-0.4,,0.3333333333333333,0.6666666666666666,13.333333333333334
12,1,107.0,0,1,0,0,0,1,-2.2,,0.25,0.75,10.333333333333334
6,0,1.0,0,0,0,0,0,0,0.0,,0.0,1.0,10.666666666666666
2,1,38.0,3,1,1,1,0,1,0.2,,0.75,0.25,1.0
15,1,0.0,0,1,1,1,0,1,0.8,,1.0,0.0,15.666666666666666
19,1,16.0,0,1,1,1,0,1,3.4,,0.75,0.25,15.0
20,1,36.0,0,1,1,1,0,1,3.4,,1.0,0.0,15.0
18,1,10.0,0,1,1,1,1,,,,1.0,0.0,17.0
9,0,2.0,0,0,0,0,1,0,0.8,,0.25,0.75,5.666666666666667
13,1,0.0,0,1,1,1,0,1,-6.8,,1.0,0.0,15.666666666666666
14,0,12.0,0,0,1,0,0,0,2.4,,0.3333333333333333,0.6666666666666666,11.666666666666666
16,1,0.0,0,0,1,1,1,0,3.8,,1.0,0.0,10.333333333333334
1,1,0.0,1,1,1,1,1,0,1.6,,1.0,0.0,5.333333333333333
10,0,45.0,0,0,1,0,1,0,-0.6,,0.5,0.5,7.666666666666667
5,1,28.0,0,0,0,0,0,1,1.6,,0.0,1.0,7.666666666666667
8,0,73.0,0,1,1,0,1,1,-0.6,,1.0,0.0,5.666666666666667
11,1,2.0,0,1,0,0,1,0,-3.2,,0.6666666666666666,0.3333333333333333,7.0
4,1,20.0,1,1,1,1,0,1,1.0,,1.0,0.0,2.0
10,0,32.0,0,1,0,0,1,0,-2.0,,0.5,0.5,11.0
17,1,0.0,0,1,1,1,1,0,-6.2,,1.0,0.0,16.0
11,0,2.0,0,1,1,0,0,1,-0.4,,0.75,0.25,9.333333333333334
14,1,40.0,0,1,1,1,1,0,3.6,,1.0,0.0,15.666666666666666
16,1,0.0,0,0,0,1,1,0,-3.0,,1.0,0.0,11.666666666666666
13,1,40.0,0,1,0,0,0,0,-1.2,,0.25,0.75,8.666666666666666
4,0,23.0,0,0,0,0,0,0,3.4,,0.0,1.0,6.666666666666667
8,1,45.0,0,0,0,1,0,1,0.0,7.0,0.4,0.6,9.0
5,0,1.0,0,0,0,0,0,0,-0.2,,0.0,1.0,6.333333333333333
20,1,16.0,0,1,1,1,1,0,3.8,14.2,0.8,0.2,16.0
2,1,6.0,1,1,1,1,1,1,-2.0,4.0,1.0,0.0,5.666666666666667
12,1,0.0,0,1,0,1,1,1,3.8,,1.0,0.0,10.666666666666666
15,1,14.0,0,0,0,1,0,0,3.6,,0.25,0.75,9.333333333333334
1,1,39.0,4,1,1,1,1,0,0.2,1.8,0.8,0.2,1.3333333333333333
18,1,0.0,0,1,1,1,1,0,-1.0,,1.0,0.0,16.0
6,0,2.0,0,0,0,0,0,1,1.8,7.0,0.2,0.8,6.0
7,0,132.0,0,1,1,0,0,0,-2.0,9.8,0.4,0.6,11.666666666666666
3,1,20.0,1,1,1,1,1,0,1.6,,1.0,0.0,1.6666666666666667
19,1,16.0,0,1,1,1,1,1,1.6,16.2,1.0,0.0,17.666666666666668
6,0,18.0,0,1,0,0,1,0,3.4,9.8,0.4,0.6,9.0
10,0,45.0,0,1,0,0,1,0,-0.4,8.4,0.5,0.5,8.0
17,1,0.0,0,1,1,1,1,1,-6.6,16.0,1.0,0.0,17.0
13,1,107.0,0,0,0,1,1,0,1.0,,0.75,0.25,6.0
8,1,23.0,0,0,0,0,0,0,2.0,,0.0,1.0,6.0
12,0,33.0,0,0,1,0,0,1,-0.4,9.8,0.4,0.6,9.0
20,1,0.0,0,1,0,0,1,1,-1.6,,1.0,0.0,13.0
3,1,33.0,1,1,1,1,1,1,1.8,2.0,1.0,0.0,1.6666666666666667
1,1,45.0,5,1,1,1,1,1,0.0,1.2,0.8333333333333334,0.16666666666666666,1.3333333333333333
16,1,48.0,0,1,1,1,1,1,2.8,14.4,1.0,0.0,15.333333333333334
19,1,16.0,0,1,1,1,1,1,0.0,17.6,1.0,0.0,17.333333333333332
5,0,2.0,0,0,0,0,0,0,3.2,6.0,0.16666666666666666,0.8333333333333334,7.0
9,0,1.0,0,0,0,0,0,0,0.4,6.0,0.0,1.0,6.333333333333333
14,1,2.0,0,0,1,1,0,0,0.6,9.0,0.6,0.4,9.666666666666666
4,0,42.0,0,1,1,0,0,0,0.0,9.0,0.4,0.6,9.666666666666666
11,1,0.0,0,1,1,0,1,1,3.0,11.2,1.0,0.0,11.333333333333334
2,1,6.0,1,1,1,1,1,1,-2.2,4.4,1.0,0.0,5.666666666666667
2,0,6.0,1,1,1,1,1,1,-2.6,4.4,1.0,0.0,2.6666666666666665
19,1,0.0,0,0,1,1,1,1,-1.0,16.2,1.0,0.0,15.666666666666666
10,1,34.0,1,0,0,1,0,0,-0.6,10.0,0.3333333333333333,0.6666666666666666,9.333333333333334
12,0,43.0,0,0,1,0,0,1,2.4,9.2,0.3333333333333333,0.6666666666666666,8.666666666666666
6,0,45.0,0,0,1,0,0,1,-0.6,8.8,0.42857142857142855,0.5714285714285714,8.666666666666666
8,1,1.0,0,0,0,0,0,0,-0.6,6.4,0.0,1.0,6.333333333333333
18,1,30.0,0,0,1,1,1,1,2.8,15.6,0.8333333333333334,0.16666666666666666,15.666666666666666
4,1,41.0,0,1,0,0,0,0,1.0,6.8,0.2,0.8,7.333333333333333
11,0,0.0,0,1,1,1,0,1,2.8,11.0,1.0,0.0,11.0
14,1,48.0,0,1,1,1,1,1,2.6,14.6,1.0,0.0,13.666666666666666
20,1,16.0,0,1,1,1,1,1,0.4,17.4,1.0,0.0,17.666666666666668
1,0,57.0,5,1,1,1,1,1,0.0,1.2,0.8571428571428571,0.14285714285714285,1.3333333333333333
9,1,4.0,0,0,0,0,0,0,2.6,6.4,0.14285714285714285,0.8571428571428571,6.333333333333333
3,1,164.0,0,0,0,1,1,0,-2.4,10.0,0.3333333333333333,0.6666666666666666,10.666666666666666
7,0,57.0,0,0,1,1,0,0,0.0,8.2,0.3333333333333333,0.6666666666666666,9.666666666666666
16,1,0.0,0,1,1,1,1,1,-3.6,16.4,1.0,0.0,16.666666666666668
5,0,135.0,0,0,1,0,0,1,0.8,6.8,0.8,0.2,7.0
13,0,63.0,0,1,1,1,1,1,1.8,14.2,1.0,0.0,13.0
14,1,2.0,0,0,1,0,1,1,0.6,9.6,0.6666666666666666,0.3333333333333333,10.666666666666666
7,0,41.0,0,1,1,0,0,0,-0.2,7.6,0.3333333333333333,0.6666666666666666,8.333333333333334
1,1,65.0,6,0,1,1,1,1,-1.2,2.4,0.75,0.25,3.0
8,0,57.0,0,0,0,1,1,0,-0.4,7.8,0.2857142857142857,0.7142857142857143,7.0
11,0,49.0,0,0,0,1,0,0,0.8,7.0,0.375,0.625,7.0
12,0,0.0,0,0,1,1,1,0,2.6,10.8,0.8571428571428571,0.14285714285714285,10.666666666666666
18,1,2.0,0,1,0,1,1,1,1.0,15.8,1.0,0.0,16.333333333333332
15,1,0.0,0,1,1,1,1,1,0.4,15.6,1.0,0.0,15.333333333333334
4,1,10.0,0,1,0,0,0,0,-0.2,8.4,0.25,0.75,9.666666666666666
2,1,6.0,1,0,1,1,1,1,-3.0,4.8,0.875,0.125,3.3333333333333335
15,1,14.0,0,1,1,0,0,0,-0.8,7.4,0.3333333333333333,0.6666666666666666,8.0
19,1,64.0,0,0,1,1,1,1,2.8,12.6,0.875,0.125,11.333333333333334
17,1,36.0,0,0,1,0,1,1,2.2,16.0,0.8571428571428571,0.14285714285714285,16.333333333333332
1,1,65.0,6,1,0,1,1,1,-1.2,2.4,0.7777777777777778,0.2222222222222222,3.0
18,1,0.0,0,0,0,1,1,0,-0.6,,1.0,0.0,14.0
13,1,2.0,0,1,1,0,1,1,3.6,14.4,1.0,0.0,14.0
20,1,17.0,0,0,1,1,1,1,3.0,15.8,1.0,0.0,15.0
3,1,0.0,2,1,0,1,1,1,-1.2,3.0,0.8888888888888888,0.1111111111111111,3.0
11,0,0.0,0,0,0,1,1,1,2.6,9.8,0.75,0.25,9.0
7,0,45.0,0,0,0,0,1,0,3.2,8.0,0.2857142857142857,0.7142857142857143,8.666666666666666
8,1,6.0,0,0,0,0,1,0,1.8,7.2,0.3333333333333333,0.6666666666666666,5.666666666666667
2,1,63.0,1,0,0,1,1,1,2.0,2.0,1.0,0.0,2.0
4,0,41.0,0,0,1,1,0,0,-2.0,7.4,0.2857142857142857,0.7142857142857143,8.333333333333334
16,1,0.0,0,1,1,1,1,1,0.8,14.8,1.0,0.0,13.0
9,0,56.0,1,0,1,0,0,1,2.8,7.2,0.42857142857142855,0.5714285714285714,6.0
14,1,2.0,0,1,0,1,0,1,1.6,10.4,0.7142857142857143,0.2857142857142857,10.0
10,0,58.0,0,0,0,1,0,0,-0.8,8.0,0.6666666666666666,0.3333333333333333,8.666666666666666
5,0,57.0,0,0,0,0,1,1,-0.4,7.8,0.25,0.75,4.666666666666667
9,0,51.0,0,0,0,1,1,0,-1.4,6.8,0.25,0.75,6.333333333333333
4,0,161.0,0,0,0,0,1,0,1.0,7.0,0.5714285714285714,0.42857142857142855,9.333333333333334
6,1,57.0,0,0,0,0,0,1,1.4,6.0,0.2222222222222222,0.7777777777777778,5.0
2,1,65.0,7,1,1,0,1,1,-1.6,2.6,0.8,0.2,3.6666666666666665
12,0,68.0,1,0,0,1,0,0,2.0,7.6,0.375,0.625,6.0
14,1,36.0,0,1,0,1,0,1,3.0,14.8,0.875,0.125,14.333333333333334
20,0,147.0,0,0,0,1,1,0,-1.0,,0.0,1.0,12.0
16,0,0.0,0,1,1,1,1,1,1.2,15.0,1.0,0.0,13.666666666666666
13,1,0.0,0,0,0,0,1,1,2.0,9.4,0.6666666666666666,0.3333333333333333,8.0
3,1,78.0,1,1,0,0,1,1,1.0,2.0,1.0,0.0,2.3333333333333335
18,1,17.0,0,1,0,1,1,1,3.2,16.0,1.0,0.0,14.333333333333334
19,1,64.0,0,1,0,1,1,1,2.8,12.4,0.8888888888888888,0.1111111111111111,12.0
10,0,230.0,0,0,0,1,0,0,-1.0,8.6,0.42857142857142855,0.5714285714285714,7.0
15,1,2.0,0,1,0,0,1,1,0.6,13.2,1.0,0.0,14.666666666666666
11,1,3.0,0,1,1,0,1,0,1.8,11.0,0.75,0.25,12.0
7,0,256.0,0,0,0,0,1,0,0.0,7.8,0.375,0.625,4.333333333333333
14,1,2.0,0,0,1,1,1,0,1.0,15.6,1.0,0.0,14.333333333333334
4,0,179.0,0,0,0,0,0,1,0.2,7.8,0.5,0.5,7.0
8,1,75.0,0,0,1,0,0,0,0.2,8.4,0.4,0.6,8.333333333333334
18,1,0.0,0,0,1,1,1,1,3.0,13.0,0.9,0.1,12.666666666666666
5,0,59.0,0,0,0,0,1,1,-0.2,6.6,0.2222222222222222,0.7777777777777778,4.333333333333333
9,0,74.0,1,0,0,0,1,0,4.0,6.6,0.3333333333333333,0.6666666666666666,5.333333333333333
17,1,40.0,0,1,1,0,1,0,3.6,14.0,0.8888888888888888,0.1111111111111111,12.333333333333334
13,1,0.0,0,1,0,0,0,1,1.6,10.0,0.7,0.3,10.0
15,1,3.0,0,1,1,1,0,1,2.0,10.8,0.7777777777777778,0.2222222222222222,11.333333333333334
19,1,2.0,0,1,1,0,0,1,0.4,13.4,1.0,0.0,14.0
10,0,57.0,0,1,0,0,0,0,1.6,4.4,0.3,0.7,4.0
11,0,63.0,0,0,0,0,0,0,2.6,8.2,0.25,0.75,6.666666666666667
16,1,64.0,0,1,1,0,1,1,4.2,12.0,0.9,0.1,11.666666666666666
2,1,10.0,2,0,1,1,0,1,-0.4,2.6,0.9,0.1,2.6666666666666665
20,1,18.0,0,1,1,0,1,1,4.2,15.0,1.0,0.0,13.666666666666666
6,1,14.0,0,0,1,1,1,0,-0.6,8.4,0.4,0.6,9.333333333333334
1,1,65.0,8,1,1,1,0,1,-1.4,2.6,0.8181818181818182,0.18181818181818182,1.6666666666666667
3,1,80.0,1,1,1,0,0,1,1.0,2.0,1.0,0.0,2.3333333333333335
16,1,0.0,0,1,0,1,1,1,2.8,13.4,0.9090909090909091,0.09090909090909091,14.333333333333334
8,0,0.0,0,1,1,0,0,0,0.4,11.6,0.7272727272727273,0.2727272727272727,14.0
18,0,64.0,0,1,1,1,0,1,4.4,11.8,0.9090909090909091,0.09090909090909091,12.333333333333334
1,1,10.0,2,1,0,1,1,0,-0.2,2.4,0.9090909090909091,0.09090909090909091,1.6666666666666667
11,0,65.0,0,0,0,0,0,1,-0.2,6.0,0.2,0.8,5.0
14,1,4.0,0,1,1,1,1,0,2.2,11.4,0.8,0.2,11.333333333333334
15,1,1.0,0,0,0,0,1,0,0.6,6.2,0.14285714285714285,0.8571428571428571,5.333333333333333
9,0,85.0,0,1,0,1,0,0,-0.4,9.0,0.45454545454545453,0.5454545454545454,11.333333333333334
5,1,57.0,0,0,1,0,0,0,1.8,5.4,0.2727272727272727,0.7272727272727273,5.666666666666667
20,1,40.0,0,1,1,1,0,1,3.6,13.6,0.9,0.1,12.0
2,1,69.0,9,1,1,1,1,0,-1.4,2.6,0.8333333333333334,0.16666666666666666,1.6666666666666667
6,1,26.0,0,1,0,1,1,1,-1.4,9.2,0.45454545454545453,0.5454545454545454,8.333333333333334
19,1,18.0,0,1,1,1,0,1,4.4,15.0,1.0,0.0,16.0
10,0,282.0,0,0,0,0,0,1,1.4,6.4,0.3333333333333333,0.6666666666666666,4.333333333333333
7,0,197.0,0,0,0,0,0,0,-0.6,7.8,0.4444444444444444,0.5555555555555556,5.666666666666667
2,0,96.0,1,0,1,1,1,0,0.4,2.4,1.0,0.0,2.3333333333333335
1,0,1.0,0,1,0,0,0,1,1.6,7.0,0.25,0.75,8.333333333333334
15,0,307.0,0,0,0,0,0,0,2.2,5.2,0.3,0.7,6.0
5,1,59.0,0,1,0,1,0,0,2.0,4.8,0.3333333333333333,0.6666666666666666,5.0
13,1,2.0,0,0,1,1,1,0,3.0,14.6,1.0,0.0,13.666666666666666
4,0,26.0,0,1,1,0,1,1,-3.0,11.0,0.5,0.5,12.333333333333334
19,1,100.0,1,0,0,0,0,0,4.6,5.8,0.3,0.7,6.666666666666667
3,1,75.0,0,0,0,0,0,0,2.0,5.2,0.18181818181818182,0.8181818181818182,5.666666666666667
12,0,197.0,0,0,0,0,0,0,0.0,6.0,0.4,0.6,5.333333333333333
8,1,70.0,0,0,1,1,1,0,6.0,11.0,0.8333333333333334,0.16666666666666666,10.666666666666666
14,0,97.0,0,0,1,0,1,0,-0.8,9.2,0.4166666666666667,0.5833333333333334,12.0
16,1,0.0,0,0,1,1,0,0,0.8,10.6,0.6666666666666666,0.3333333333333333,12.666666666666666
0,1,4.0,0,0,1,0,1,1,1.6,14.8,1.0,0.0,14.333333333333334
6,1,74.0,10,1,1,1,1,1,0.0,1.4,0.8461538461538461,0.15384615384615385,1.0
11,1,4.0,0,1,1,1,1,1,2.4,11.2,0.8181818181818182,0.18181818181818182,11.0
9,1,10.0,2,1,1,0,1,1,-0.4,2.4,0.9166666666666666,0.08333333333333333,1.6666666666666667
7,1,63.0,0,0,0,0,0,0,2.0,8.2,0.2222222222222222,0.7777777777777778,7.666666666666667
16,1,42.0,0,0,1,1,1,1,4.8,12.4,0.9090909090909091,0.09090909090909091,11.666666666666666
10,1,0.0,0,1,0,1,1,0,0.6,11.6,0.6923076923076923,0.3076923076923077,11.666666666666666
5,1,85.0,0,1,0,0,0,0,1.8,4.6,0.25,0.75,5.0
12,1,201.0,0,0,0,0,0,0,2.2,5.2,0.36363636363636365,0.6363636363636364,4.333333333333333
3,1,102.0,1,0,0,1,1,1,-0.6,3.2,0.9,0.1,3.6666666666666665
7,0,71.0,0,1,0,0,0,0,0.8,7.8,0.3,0.7,8.666666666666666
11,1,4.0,0,1,1,1,1,1,3.2,9.8,0.8333333333333334,0.16666666666666666,8.333333333333334
18,1,2.0,0,1,0,1,1,1,2.0,15.0,1.0,0.0,15.333333333333334
8,0,100.0,1,1,0,0,0,0,5.0,6.8,0.36363636363636365,0.6363636363636364,8.0
1,1,86.0,11,1,1,1,1,1,1.0,1.4,0.8571428571428571,0.14285714285714285,1.0
14,1,4.0,0,1,0,1,0,1,-1.8,14.6,1.0,0.0,16.0
6,0,59.0,0,1,1,0,1,0,0.2,6.0,0.38461538461538464,0.6153846153846154,7.333333333333333
15,0,332.0,0,0,0,0,0,0,4.0,5.0,0.2727272727272727,0.7272727272727273,6.0
20,1,33.0,0,0,1,1,1,1,5.4,14.0,1.0,0.0,14.333333333333334
2,0,10.0,2,1,1,1,0,1,-0.8,4.2,0.9230769230769231,0.07692307692307693,6.0
4,1,26.0,0,0,1,1,0,1,-2.4,9.4,0.46153846153846156,0.5384615384615384,11.333333333333334
9,0,98.0,0,0,0,1,0,1,0.0,10.0,0.38461538461538464,0.6153846153846154,9.666666666666666
17,1,85.0,0,1,0,1,1,1,3.8,12.2,0.8461538461538461,0.15384615384615385,11.666666666666666
5,1,97.0,1,1,1,0,0,0,-0.8,7.4,0.3076923076923077,0.6923076923076923,8.666666666666666
13,1,4.0,0,1,1,1,1,1,2.6,9.8,0.8461538461538461,0.15384615384615385,9.333333333333334
15,1,2.0,0,1,1,0,1,1,1.6,15.0,1.0,0.0,16.666666666666668
10,1,1.0,0,0,0,1,0,0,0.0,7.6,0.2222222222222222,0.7777777777777778,8.333333333333334
1,0,10.0,2,0,1,1,1,0,-2.0,5.4,0.8571428571428571,0.14285714285714285,8.0
19,1,98.0,0,0,0,0,1,0,0.0,9.6,0.35714285714285715,0.6428571428571429,6.666666666666667
11,1,71.0,0,0,1,0,0,0,0.2,8.6,0.2727272727272727,0.7272727272727273,9.333333333333334
12,0,32.0,0,1,0,1,1,0,-2.4,9.4,0.5,0.5,8.333333333333334
6,0,0.0,0,1,1,0,1,1,-0.2,12.2,0.7142857142857143,0.2857142857142857,9.0
2,0,4.0,0,1,1,0,1,0,-2.4,14.2,1.0,0.0,14.0
14,1,60.0,0,1,0,1,1,1,4.4,12.4,0.9166666666666666,0.08333333333333333,13.666666666666666
9,1,125.0,1,0,1,0,0,0,3.6,7.8,0.3333333333333333,0.6666666666666666,8.0
7,0,74.0,0,0,1,1,0,1,0.0,6.4,0.35714285714285715,0.6428571428571429,6.666666666666667
18,1,93.0,0,1,1,0,1,1,3.2,12.4,0.8571428571428571,0.14285714285714285,13.0
8,0,332.0,0,0,0,0,0,0,5.8,5.6,0.25,0.75,5.666666666666667
10,0,33.0,0,1,0,1,0,0,1.2,7.4,0.3333333333333333,0.6666666666666666,7.333333333333333
7,1,3.0,0,0,1,1,0,1,0.0,10.6,0.6666666666666666,0.3333333333333333,10.0
8,1,4.0,0,1,0,0,1,0,1.2,7.4,0.3,0.7,8.333333333333334
11,0,214.0,0,0,0,1,1,0,-0.2,6.8,0.3333333333333333,0.6666666666666666,7.333333333333333
